Name,ID,Club_Name,Club_Event,Club_Event_Role,Fest_Name,Fest_Event,Fest_Event_Organiser
Kya Doss,18XJ1A0271,[nan],[nan],[nan],"['fest_2', 'fest_1']","['fest_2_event_7', 'fest_2_event_2', 'fest_2_event_9', 'fest_1_event_13', 'fest_1_event_2', 'fest_1_event_7', 'fest_2_event_1', 'fest_1_event_12', 'fest_1_event_1', 'fest_1_event_11', 'fest_2_event_10', 'fest_2_event_15']",[nan]
Kyree Hewitt,18XJ1A0232,[nan],[nan],[nan],"['fest_2', 'fest_1']","['fest_2_event_14', 'fest_1_event_6', 'fest_2_event_10', 'fest_2_event_15', 'fest_2_event_3', 'fest_1_event_13', 'fest_2_event_5', 'fest_1_event_4', 'fest_1_event_3', 'fest_1_event_7', 'fest_2_event_6']",[nan]
Lacey Valdez,18XJ1A0283,[nan],[nan],[nan],"['fest_2', 'fest_1']","['fest_2_event_12', 'fest_1_event_8', 'fest_1_event_11', 'fest_2_event_13', 'fest_1_event_13', 'fest_2_event_7', 'fest_2_event_2', 'fest_2_event_6', 'fest_2_event_14', 'fest_1_event_7', 'fest_1_event_5', 'fest_1_event_10', 'fest_2_event_10', 'fest_1_event_3', 'fest_2_event_4', 'fest_2_event_9']",[nan]
Latrell Easley,17XJ1A0282,"['club_1', 'club_2']","['club_1_event_1', 'club_1_event_3', 'club_1_event_2', 'club_2_event_2', 'club_2_event_1']",['Participant'],['fest_2'],['fest_2_event_13'],[nan]
Leah Root,17XJ1A0133,"['club_2', 'club_3']","['club_2_event_2', 'club_2_event_1', 'club_3_event_1']",['Participant'],"['fest_2', 'fest_1']","['fest_2_event_3', 'fest_1_event_3', 'fest_2_event_5', 'fest_2_event_1']",[nan]
Leanna Mackey,17XJ1A0301,[nan],[nan],[nan],['fest_2'],['fest_2_event_3'],[nan]
Leona Cabral,17XJ1A0256,['club_2'],['club_2_event_2'],['Participant'],"['fest_2', 'fest_1']","['fest_2_event_3', 'fest_1_event_3', 'fest_1_event_10', 'fest_1_event_8', 'fest_1_event_6', 'fest_2_event_9', 'fest_1_event_2', 'fest_2_event_7', 'fest_1_event_12', 'fest_2_event_1', 'fest_1_event_11', 'fest_2_event_4', 'fest_2_event_11', 'fest_1_event_5', 'fest_2_event_5', 'fest_2_event_10', 'fest_1_event_1', 'fest_2_event_2', 'fest_1_event_7', 'fest_2_event_6']",['organiser_9']
Lewis Breedlove,17XJ1A0233,"['club_1', 'club_3']","['club_1_event_3', 'club_3_event_1', 'club_3_event_3', 'club_3_event_2']",['Participant'],['fest_2'],['fest_2_event_11'],[nan]
Lexis Whitley,17XJ1A0176,"['club_1', 'club_2', 'club_3']","['club_1_event_3', 'club_1_event_1', 'club_1_event_2', 'club_2_event_1', 'club_2_event_2', 'club_3_event_3']",['Participant'],"['fest_1', 'fest_2']","['fest_1_event_1', 'fest_1_event_8', 'fest_2_event_1']",[nan]
Linda Brennan,17XJ1A0338,"['club_1', 'club_2', 'club_3']","['club_1_event_2', 'club_1_event_3', 'club_2_event_3', 'club_2_event_1', 'club_2_event_2', 'club_3_event_2', 'club_3_event_1']",['Participant'],[nan],[nan],[nan]
Litzy Moyer,18XJ1A0162,"['club_1', 'club_2', 'club_3']","['club_1_event_1', 'club_1_event_3', 'club_2_event_2', 'club_2_event_3', 'club_2_event_1', 'club_3_event_1', 'club_3_event_3', 'club_3_event_2']",['Participant'],[nan],[nan],[nan]
Lorena Lamar,17XJ1A0312,"['club_2', 'club_3']","['club_2_event_2', 'club_2_event_1', 'club_3_event_1', 'club_3_event_2']",['Participant'],"['fest_2', 'fest_1']","['fest_2_event_9', 'fest_2_event_4', 'fest_2_event_1', 'fest_1_event_2', 'fest_1_event_5']",[nan]
Lori Gill,17XJ1A0337,"['club_1', 'club_2', 'club_3']","['club_1_event_1', 'club_1_event_2', 'club_2_event_1', 'club_2_event_3', 'club_3_event_2', 'club_3_event_3']",['Participant'],['fest_2'],['fest_2_event_2'],[nan]
Louis Samuels,17XJ1A0142,"['club_1', 'club_2', 'club_3']","['club_1_event_2', 'club_1_event_3', 'club_2_event_1', 'club_3_event_3']",['Participant'],"['fest_1', 'fest_2']","['fest_1_event_10', 'fest_2_event_1', 'fest_1_event_2', 'fest_2_event_12', 'fest_1_event_5']",[nan]
Luca Sanders,18XJ1A0246,[nan],[nan],[nan],"['fest_1', 'fest_2']","['fest_1_event_5', 'fest_2_event_8', 'fest_2_event_6', 'fest_1_event_7', 'fest_2_event_5', 'fest_2_event_12', 'fest_2_event_3', 'fest_2_event_2', 'fest_1_event_3', 'fest_2_event_11', 'fest_2_event_10', 'fest_2_event_14', 'fest_1_event_2', 'fest_1_event_8', 'fest_1_event_13', 'fest_1_event_4', 'fest_2_event_7', 'fest_1_event_11', 'fest_2_event_1', 'fest_1_event_9', 'fest_2_event_4']",[nan]
Lucia Cody,17XJ1A0202,"['club_1', 'club_2']","['club_1_event_1', 'club_2_event_1']",['Participant'],[nan],[nan],[nan]
Luciano Sims,18XJ1A0292,"['club_1', 'club_2', 'club_3']","['club_1_event_2', 'club_1_event_1', 'club_1_event_3', 'club_2_event_1', 'club_2_event_2', 'club_3_event_1']",['Participant'],[nan],[nan],[nan]
Luiz McLaughlin,18XJ1A0275,[nan],[nan],[nan],"['fest_2', 'fest_1']","['fest_2_event_14', 'fest_1_event_11', 'fest_2_event_9', 'fest_1_event_2', 'fest_2_event_6', 'fest_2_event_10', 'fest_1_event_8', 'fest_1_event_7', 'fest_1_event_5', 'fest_1_event_10', 'fest_2_event_4', 'fest_2_event_7', 'fest_2_event_1', 'fest_1_event_6', 'fest_1_event_1', 'fest_2_event_15']",[nan]
Lukas McGee,18XJ1A0298,"['club_2', 'club_3']","['club_2_event_3', 'club_3_event_3']",['Participant'],['fest_2'],['fest_2_event_11'],[nan]
Lukas Pressley,17XJ1A0283,[nan],[nan],[nan],['fest_2'],['fest_2_event_5'],[nan]
Luther Popp,17XJ1A0183,[nan],[nan],[nan],['fest_1'],['fest_1_event_3'],[nan]
Lyndsay Jacobson,18XJ1A0169,"['club_1', 'club_2']","['club_1_event_2', 'club_2_event_1']",['Participant'],"['fest_2', 'fest_1']","['fest_2_event_11', 'fest_2_event_8', 'fest_1_event_12', 'fest_1_event_4', 'fest_1_event_5', 'fest_2_event_15', 'fest_1_event_7', 'fest_2_event_3', 'fest_1_event_3', 'fest_1_event_2', 'fest_2_event_5', 'fest_2_event_10', 'fest_1_event_1', 'fest_1_event_8', 'fest_1_event_9', 'fest_2_event_2', 'fest_1_event_6', 'fest_2_event_9', 'fest_2_event_13', 'fest_1_event_10', 'fest_2_event_6', 'fest_1_event_11', 'fest_2_event_7']",[nan]
Lyndsay Schuler,18XJ1A0289,['club_1'],['club_1_event_1'],['Participant'],['fest_2'],"['fest_2_event_5', 'fest_2_event_2', 'fest_2_event_4']",[nan]
Madisen Decker,18XJ1A0229,[nan],[nan],[nan],"['fest_1', 'fest_2']","['fest_1_event_10', 'fest_2_event_14', 'fest_2_event_11', 'fest_1_event_2', 'fest_1_event_1', 'fest_1_event_9', 'fest_1_event_11', 'fest_2_event_5', 'fest_1_event_12', 'fest_1_event_5', 'fest_2_event_3', 'fest_2_event_13', 'fest_2_event_15', 'fest_1_event_3', 'fest_1_event_7', 'fest_2_event_8', 'fest_2_event_6', 'fest_2_event_9', 'fest_1_event_6', 'fest_1_event_13', 'fest_2_event_12', 'fest_2_event_4']",[nan]
Makala Bruns,18XJ1A0179,['club_2'],['club_2_event_2'],['Participant'],"['fest_1', 'fest_2']","['fest_1_event_11', 'fest_1_event_10', 'fest_1_event_7', 'fest_1_event_2', 'fest_2_event_10', 'fest_2_event_13', 'fest_1_event_13', 'fest_2_event_4', 'fest_2_event_9', 'fest_1_event_8', 'fest_1_event_1', 'fest_2_event_1', 'fest_1_event_6', 'fest_2_event_6', 'fest_2_event_3', 'fest_1_event_5', 'fest_2_event_7', 'fest_1_event_4']",[nan]
Makayla Bowie,17XJ1A0206,[nan],[nan],[nan],[nan],[nan],[nan]
Malika Garber,17XJ1A0184,[nan],[nan],[nan],"['fest_2', 'fest_1']","['fest_2_event_12', 'fest_1_event_3', 'fest_2_event_15', 'fest_2_event_7', 'fest_1_event_13', 'fest_1_event_2', 'fest_2_event_5', 'fest_2_event_13', 'fest_2_event_2', 'fest_1_event_8', 'fest_2_event_6', 'fest_1_event_7']",[nan]
Mallorie Saenz,17XJ1A0319,"['club_1', 'club_2', 'club_3']","['club_1_event_2', 'club_2_event_1', 'club_2_event_2', 'club_3_event_1', 'club_3_event_2']",['Participant'],['fest_2'],['fest_2_event_13'],[nan]
Malorie Bassett,17XJ1A0242,[nan],[nan],[nan],[nan],[nan],[nan]
Maranda Dunaway,18XJ1A0235,"['club_1', 'club_2', 'club_3']","['club_1_event_1', 'club_2_event_3', 'club_3_event_2']",['Participant'],['fest_2'],['fest_2_event_5'],[nan]
Marcel Wenger,17XJ1A0264,[nan],[nan],[nan],"['fest_1', 'fest_2']","['fest_1_event_9', 'fest_2_event_4', 'fest_1_event_3', 'fest_1_event_2', 'fest_2_event_1', 'fest_1_event_6', 'fest_1_event_5', 'fest_1_event_1', 'fest_1_event_8', 'fest_2_event_9', 'fest_2_event_5', 'fest_2_event_13', 'fest_2_event_2', 'fest_2_event_7', 'fest_2_event_8', 'fest_1_event_10', 'fest_2_event_3']",[nan]
Marcello Weber,18XJ1A0211,"['club_1', 'club_2', 'club_3']","['club_1_event_2', 'club_1_event_3', 'club_2_event_2', 'club_2_event_1', 'club_2_event_3', 'club_3_event_1', 'club_3_event_2']",['Participant'],[nan],[nan],[nan]
Marco Rand,18XJ1A0180,"['club_1', 'club_2', 'club_3']","['club_1_event_2', 'club_1_event_1', 'club_2_event_1', 'club_2_event_3', 'club_3_event_2', 'club_3_event_3']",['Participant'],['fest_2'],['fest_2_event_5'],[nan]
Maren Sears,17XJ1A0223,[nan],[nan],[nan],"['fest_1', 'fest_2']","['fest_1_event_12', 'fest_1_event_9', 'fest_2_event_10', 'fest_2_event_4', 'fest_1_event_11', 'fest_2_event_1', 'fest_1_event_6', 'fest_1_event_2', 'fest_1_event_7', 'fest_2_event_5', 'fest_2_event_6', 'fest_2_event_15', 'fest_1_event_1', 'fest_1_event_13', 'fest_1_event_3', 'fest_2_event_12', 'fest_1_event_5']",[nan]
Margaret Krebs,17XJ1A0131,['club_3'],['club_3_event_2'],['Participant'],"['fest_1', 'fest_2']","['fest_1_event_5', 'fest_2_event_2', 'fest_2_event_4', 'fest_1_event_3', 'fest_2_event_5']",[nan]
Mariel Shearer,18XJ1A0201,['club_2'],['club_2_event_1'],['Participant'],"['fest_2', 'fest_1']","['fest_2_event_9', 'fest_1_event_8', 'fest_2_event_12', 'fest_2_event_5', 'fest_2_event_4', 'fest_1_event_4', 'fest_1_event_3', 'fest_1_event_5', 'fest_1_event_1', 'fest_2_event_13', 'fest_2_event_7', 'fest_2_event_11', 'fest_1_event_13', 'fest_1_event_12', 'fest_2_event_3', 'fest_1_event_7', 'fest_1_event_11', 'fest_2_event_6', 'fest_2_event_10', 'fest_1_event_10']",[nan]
Marion Gaddis,17XJ1A0161,[nan],[nan],[nan],[nan],[nan],[nan]
Matthias Cordero,18XJ1A0257,"['club_1', 'club_2']","['club_1_event_1', 'club_1_event_2', 'club_2_event_2', 'club_2_event_1']",['Participant'],['fest_2'],"['fest_2_event_3', 'fest_2_event_5']",[nan]
Maxim Simonson,17XJ1A0279,['club_2'],['club_2_event_1'],['Participant'],"['fest_1', 'fest_2']","['fest_1_event_1', 'fest_2_event_13', 'fest_1_event_5', 'fest_2_event_9', 'fest_2_event_8', 'fest_1_event_2', 'fest_2_event_3', 'fest_1_event_12', 'fest_1_event_4', 'fest_1_event_13', 'fest_2_event_1', 'fest_2_event_7', 'fest_2_event_4', 'fest_2_event_6', 'fest_2_event_14']",[nan]
Maxim Turk,18XJ1A0296,['club_1'],['club_1_event_1'],['Participant'],"['fest_1', 'fest_2']","['fest_1_event_10', 'fest_1_event_11', 'fest_2_event_10', 'fest_1_event_1', 'fest_2_event_5', 'fest_1_event_8', 'fest_1_event_9']",[nan]
Maximilian McGraw,18XJ1A0207,[nan],[nan],[nan],['fest_1'],['fest_1_event_10'],[nan]
Maximus Fish,17XJ1A0269,[nan],[nan],[nan],"['fest_1', 'fest_2']","['fest_1_event_6', 'fest_2_event_6', 'fest_2_event_12', 'fest_1_event_3', 'fest_2_event_10', 'fest_1_event_2', 'fest_1_event_5', 'fest_2_event_2', 'fest_2_event_1', 'fest_2_event_11', 'fest_1_event_7', 'fest_1_event_4', 'fest_2_event_14', 'fest_2_event_15', 'fest_1_event_11', 'fest_2_event_5', 'fest_1_event_10', 'fest_1_event_13', 'fest_2_event_9', 'fest_1_event_12', 'fest_2_event_7', 'fest_2_event_13']",[nan]
Maximus Kelly,17XJ1A0276,[nan],[nan],[nan],"['fest_2', 'fest_1']","['fest_2_event_3', 'fest_2_event_15', 'fest_2_event_5', 'fest_1_event_8', 'fest_2_event_7', 'fest_1_event_7', 'fest_1_event_6']",[nan]
Mckenzie Finn,17XJ1A0188,"['club_2', 'club_3']","['club_2_event_2', 'club_3_event_1']","['Participant', 'organiser_4']","['fest_2', 'fest_1']","['fest_2_event_1', 'fest_2_event_12', 'fest_1_event_8', 'fest_1_event_12', 'fest_1_event_4', 'fest_2_event_4', 'fest_1_event_1', 'fest_2_event_6', 'fest_2_event_14', 'fest_1_event_13', 'fest_2_event_13', 'fest_1_event_3', 'fest_1_event_5']",[nan]
Mckenzie Hitchcock,17XJ1A0200,['club_3'],"['club_3_event_2', 'club_3_event_3', 'club_3_event_1']","['organiser_4', 'Participant']",['fest_2'],['fest_1_event_2'],[nan]
Milo Greenfield,17XJ1A0215,"['club_1', 'club_2', 'club_3']","['club_1_event_2', 'club_2_event_2', 'club_2_event_1', 'club_3_event_2', 'club_3_event_1']",['Participant'],"['fest_2', 'fest_1']","['fest_2_event_1', 'fest_2_event_5', 'fest_2_event_3', 'fest_1_event_1', 'fest_1_event_2']",[nan]
Mira Bridges,17XJ1A0310,['club_3'],['club_3_event_1'],['Participant'],"['fest_2', 'fest_1']","['fest_1_event_2', 'fest_2_event_3', 'fest_1_event_6', 'fest_2_event_10', 'fest_1_event_8', 'fest_1_event_11', 'fest_1_event_7', 'fest_1_event_1', 'fest_2_event_14', 'fest_2_event_4', 'fest_2_event_5', 'fest_2_event_9', 'fest_1_event_10', 'fest_2_event_11', 'fest_1_event_4']",[nan]
Mira Greenfield,17XJ1A0212,[nan],[nan],[nan],"['fest_1', 'fest_2']","['fest_1_event_9', 'fest_1_event_2', 'fest_2_event_6', 'fest_2_event_9', 'fest_2_event_7', 'fest_2_event_3', 'fest_1_event_4', 'fest_1_event_5', 'fest_2_event_8', 'fest_2_event_13', 'fest_2_event_11', 'fest_1_event_8']",[nan]
Miranda Livingston,17XJ1A0221,[nan],[nan],[nan],['fest_2'],['fest_2_event_11'],[nan]
Miranda Savage,18XJ1A0272,[nan],[nan],[nan],"['fest_1', 'fest_2']","['fest_1_event_1', 'fest_2_event_6', 'fest_1_event_3', 'fest_1_event_7', 'fest_1_event_6', 'fest_2_event_8', 'fest_2_event_12', 'fest_2_event_14', 'fest_2_event_13', 'fest_2_event_2', 'fest_1_event_12', 'fest_1_event_13', 'fest_1_event_10']",[nan]
Mireya Godfrey,18XJ1A0287,['club_3'],['club_3_event_1'],['Participant'],"['fest_1', 'fest_2']","['fest_1_event_9', 'fest_2_event_4', 'fest_1_event_1', 'fest_2_event_1', 'fest_1_event_5', 'fest_2_event_2', 'fest_1_event_10', 'fest_1_event_2']",[nan]
Misty Lavoie,17XJ1A0258,"['club_1', 'club_2']","['club_1_event_2', 'club_2_event_1']",['Participant'],[nan],[nan],[nan]
Mitchel Corcoran,18XJ1A0112,[nan],[nan],[nan],"['fest_2', 'fest_1']","['fest_2_event_10', 'fest_1_event_11', 'fest_2_event_13', 'fest_2_event_4', 'fest_2_event_9', 'fest_2_event_11', 'fest_1_event_13', 'fest_2_event_12', 'fest_1_event_2', 'fest_2_event_5', 'fest_1_event_12', 'fest_2_event_8', 'fest_2_event_14', 'fest_2_event_6', 'fest_1_event_5', 'fest_2_event_3', 'fest_1_event_9']",[nan]
Mitchell Ryan,18XJ1A0119,[nan],[nan],[nan],"['fest_1', 'fest_2']","['fest_1_event_10', 'fest_1_event_5', 'fest_1_event_13', 'fest_2_event_12', 'fest_2_event_3', 'fest_1_event_6', 'fest_1_event_12', 'fest_1_event_7', 'fest_1_event_9', 'fest_2_event_13', 'fest_1_event_4', 'fest_2_event_15', 'fest_2_event_6', 'fest_1_event_3', 'fest_2_event_4', 'fest_2_event_2', 'fest_2_event_1', 'fest_2_event_11', 'fest_2_event_8']",[nan]
Monet Wallace,17XJ1A0100,"['club_1', 'club_3']","['club_1_event_2', 'club_3_event_2']",['Participant'],"['fest_2', 'fest_1']","['fest_2_event_15', 'fest_1_event_4', 'fest_2_event_12', 'fest_1_event_3', 'fest_1_event_1', 'fest_2_event_8', 'fest_2_event_5', 'fest_2_event_3']",[nan]
Monica Grabowski,18XJ1A0293,[nan],[nan],[nan],"['fest_2', 'fest_1']","['fest_2_event_6', 'fest_2_event_2', 'fest_1_event_11', 'fest_2_event_10', 'fest_1_event_7', 'fest_1_event_4', 'fest_1_event_9', 'fest_2_event_14', 'fest_1_event_5', 'fest_2_event_13', 'fest_2_event_8', 'fest_1_event_1', 'fest_1_event_3', 'fest_1_event_12', 'fest_2_event_9']",[nan]
Monique Bourque,18XJ1A0328,[nan],[nan],[nan],[nan],[nan],[nan]
Monserrat Lomax,18XJ1A0128,[nan],[nan],[nan],"['fest_1', 'fest_2']","['fest_1_event_5', 'fest_2_event_5', 'fest_2_event_4']",[nan]
Nallely Covey,18XJ1A0130,[nan],[nan],[nan],"['fest_2', 'fest_1']","['fest_2_event_5', 'fest_2_event_6', 'fest_1_event_4', 'fest_1_event_2', 'fest_2_event_1', 'fest_2_event_9', 'fest_1_event_6', 'fest_1_event_7', 'fest_2_event_8', 'fest_2_event_4', 'fest_1_event_5', 'fest_1_event_12', 'fest_1_event_9', 'fest_2_event_3', 'fest_2_event_10', 'fest_1_event_1', 'fest_1_event_11']",[nan]
Nancy Lamb,17XJ1A0112,"['club_1', 'club_2', 'club_3']","['club_1_event_2', 'club_1_event_1', 'club_2_event_2', 'club_3_event_1']",['Participant'],"['fest_1', 'fest_2']","['fest_1_event_1', 'fest_1_event_3', 'fest_2_event_2', 'fest_1_event_4', 'fest_2_event_3']",[nan]
Nash Parsons,17XJ1A0251,[nan],[nan],[nan],"['fest_2', 'fest_1']","['fest_2_event_8', 'fest_2_event_2', 'fest_1_event_12', 'fest_1_event_11', 'fest_1_event_6', 'fest_1_event_4', 'fest_1_event_3', 'fest_1_event_2', 'fest_2_event_1', 'fest_2_event_14', 'fest_2_event_9', 'fest_2_event_3', 'fest_1_event_8', 'fest_2_event_7', 'fest_2_event_15', 'fest_2_event_10', 'fest_1_event_9', 'fest_1_event_10', 'fest_1_event_1', 'fest_2_event_5']",[nan]
Natalia Huff,17XJ1A0349,[nan],[nan],[nan],"['fest_2', 'fest_1']","['fest_2_event_3', 'fest_1_event_7', 'fest_1_event_9', 'fest_1_event_2', 'fest_2_event_4', 'fest_1_event_3', 'fest_2_event_6', 'fest_1_event_13', 'fest_1_event_4', 'fest_2_event_9', 'fest_2_event_1', 'fest_2_event_7']",[nan]
Nataly Graham,17XJ1A0198,[nan],[nan],[nan],"['fest_2', 'fest_1']","['fest_2_event_7', 'fest_1_event_3', 'fest_1_event_13', 'fest_2_event_9', 'fest_1_event_8', 'fest_2_event_12', 'fest_2_event_15', 'fest_2_event_1', 'fest_1_event_10', 'fest_1_event_2']",[nan]
Natalya Garvin,18XJ1A0163,"['club_1', 'club_2', 'club_3']","['club_1_event_1', 'club_1_event_2', 'club_2_event_3', 'club_2_event_2', 'club_2_event_1', 'club_3_event_3', 'club_3_event_1']",['Participant'],[nan],[nan],[nan]
Nathaly Lavoie,17XJ1A0156,[nan],[nan],[nan],"['fest_2', 'fest_1']","['fest_2_event_6', 'fest_1_event_5', 'fest_2_event_9', 'fest_2_event_7', 'fest_1_event_7', 'fest_2_event_12', 'fest_2_event_10', 'fest_2_event_11', 'fest_1_event_13', 'fest_1_event_9', 'fest_1_event_2', 'fest_2_event_13', 'fest_2_event_4', 'fest_1_event_8', 'fest_1_event_11', 'fest_1_event_6', 'fest_1_event_10']",[nan]
Nathanial Sampson,18XJ1A0225,[nan],[nan],[nan],"['fest_1', 'fest_2']","['fest_1_event_9', 'fest_1_event_5', 'fest_1_event_6', 'fest_2_event_15', 'fest_1_event_7', 'fest_2_event_2', 'fest_1_event_3', 'fest_1_event_1', 'fest_1_event_8', 'fest_2_event_8', 'fest_2_event_5', 'fest_2_event_13', 'fest_2_event_6', 'fest_2_event_14', 'fest_1_event_11', 'fest_1_event_2', 'fest_2_event_1']",[nan]
Nestor Light,17XJ1A0123,[nan],[nan],[nan],"['fest_1', 'fest_2']","['fest_1_event_11', 'fest_1_event_7', 'fest_2_event_12', 'fest_1_event_2', 'fest_2_event_10', 'fest_2_event_4', 'fest_1_event_13', 'fest_2_event_7', 'fest_2_event_1', 'fest_1_event_5', 'fest_2_event_6', 'fest_1_event_6', 'fest_2_event_15', 'fest_2_event_5']",[nan]
Nigel Bunn,18XJ1A0240,[nan],[nan],[nan],"['fest_1', 'fest_2']","['fest_1_event_3', 'fest_2_event_13', 'fest_2_event_1', 'fest_1_event_8', 'fest_2_event_2', 'fest_1_event_2', 'fest_2_event_6', 'fest_1_event_7', 'fest_1_event_1']",[nan]
Nora Snyder,18XJ1A0301,"['club_1', 'club_2']","['club_1_event_1', 'club_2_event_2']",['Participant'],['fest_2'],"['fest_1_event_2', 'fest_2_event_1', 'fest_2_event_5']",[nan]
Orlando Clemens,18XJ1A0103,[nan],[nan],[nan],"['fest_2', 'fest_1']","['fest_2_event_10', 'fest_2_event_2', 'fest_1_event_5', 'fest_2_event_15', 'fest_2_event_12', 'fest_1_event_6', 'fest_2_event_6', 'fest_2_event_4', 'fest_2_event_3', 'fest_2_event_8', 'fest_1_event_4', 'fest_2_event_11', 'fest_1_event_13', 'fest_1_event_3', 'fest_1_event_11', 'fest_1_event_8', 'fest_1_event_12', 'fest_2_event_5', 'fest_2_event_14', 'fest_2_event_7']",[nan]
Patricia Gross,17XJ1A0286,[nan],[nan],[nan],"['fest_2', 'fest_1']","['fest_2_event_3', 'fest_2_event_5', 'fest_2_event_1', 'fest_1_event_4']",[nan]
Payton Atkinson,18XJ1A0206,[nan],[nan],[nan],"['fest_2', 'fest_1']","['fest_2_event_7', 'fest_1_event_11', 'fest_2_event_3', 'fest_2_event_4', 'fest_1_event_6', 'fest_1_event_12', 'fest_2_event_2', 'fest_1_event_5', 'fest_2_event_5', 'fest_1_event_3', 'fest_1_event_4', 'fest_2_event_8', 'fest_2_event_1', 'fest_1_event_2', 'fest_1_event_9', 'fest_1_event_1']",[nan]
Pedro Hearn,17XJ1A0239,[nan],[nan],[nan],[nan],[nan],[nan]
Perry Perryman,17XJ1A0317,[nan],[nan],[nan],"['fest_2', 'fest_1']","['fest_2_event_2', 'fest_1_event_3', 'fest_1_event_4', 'fest_2_event_3', 'fest_1_event_7', 'fest_1_event_11', 'fest_2_event_1', 'fest_1_event_2', 'fest_1_event_12', 'fest_1_event_13', 'fest_2_event_5', 'fest_1_event_6', 'fest_1_event_5']",['organiser_10']
Peyton Ashford,17XJ1A0329,[nan],[nan],[nan],"['fest_2', 'fest_1']","['fest_2_event_11', 'fest_2_event_6', 'fest_2_event_4', 'fest_2_event_2', 'fest_1_event_12', 'fest_1_event_9', 'fest_2_event_1', 'fest_1_event_7', 'fest_1_event_3', 'fest_1_event_5']",[nan]
Peyton Mast,18XJ1A0325,[nan],[nan],[nan],"['fest_1', 'fest_2']","['fest_1_event_11', 'fest_1_event_6', 'fest_2_event_9', 'fest_2_event_10', 'fest_1_event_2', 'fest_1_event_1', 'fest_2_event_3', 'fest_1_event_3', 'fest_1_event_4', 'fest_2_event_5', 'fest_1_event_8', 'fest_2_event_1', 'fest_2_event_13', 'fest_2_event_7', 'fest_1_event_10', 'fest_2_event_15', 'fest_2_event_14']",[nan]
Phoenix Fontaine,17XJ1A0128,['club_2'],['club_2_event_2'],['Participant'],"['fest_2', 'fest_1']","['fest_2_event_5', 'fest_2_event_15', 'fest_2_event_10', 'fest_2_event_9', 'fest_1_event_1', 'fest_1_event_5', 'fest_1_event_6', 'fest_2_event_4', 'fest_2_event_7', 'fest_1_event_2', 'fest_2_event_1', 'fest_1_event_10', 'fest_2_event_6']",[nan]
Phoenix Thai,17XJ1A0138,"['club_1', 'club_2', 'club_3']","['club_1_event_2', 'club_1_event_3', 'club_2_event_2', 'club_2_event_1', 'club_3_event_1', 'club_3_event_3']",['Participant'],"['fest_1', 'fest_2']","['fest_1_event_11', 'fest_2_event_12', 'fest_1_event_7', 'fest_1_event_8', 'fest_2_event_1']",[nan]
Quinten Whiting,18XJ1A0320,[nan],[nan],[nan],"['fest_1', 'fest_2']","['fest_1_event_9', 'fest_2_event_13', 'fest_2_event_5', 'fest_1_event_10', 'fest_2_event_15', 'fest_2_event_6', 'fest_2_event_9', 'fest_2_event_14', 'fest_1_event_6', 'fest_2_event_8', 'fest_2_event_11', 'fest_2_event_2', 'fest_1_event_1', 'fest_2_event_10', 'fest_1_event_3']",[nan]
Quinton Taylor,18XJ1A0197,"['club_1', 'club_2', 'club_3']","['club_1_event_1', 'club_2_event_2', 'club_3_event_2', 'club_3_event_1']",['Participant'],"['fest_2', 'fest_1']","['fest_2_event_2', 'fest_1_event_3', 'fest_1_event_2', 'fest_2_event_1']",[nan]
Rachelle Lamb,17XJ1A0177,[nan],[nan],[nan],"['fest_1', 'fest_2']","['fest_1_event_3', 'fest_1_event_8', 'fest_2_event_14', 'fest_2_event_4', 'fest_2_event_15', 'fest_1_event_5', 'fest_2_event_12', 'fest_1_event_4', 'fest_2_event_11', 'fest_1_event_12', 'fest_1_event_13', 'fest_2_event_13', 'fest_2_event_9']",[nan]
Raelyn Steward,18XJ1A0343,"['club_1', 'club_3']","['club_1_event_1', 'club_3_event_2']",['Participant'],[nan],[nan],[nan]
Rafael Mansfield,18XJ1A0319,[nan],[nan],[nan],"['fest_1', 'fest_2']","['fest_1_event_10', 'fest_2_event_5', 'fest_2_event_6', 'fest_2_event_1', 'fest_2_event_3', 'fest_1_event_2', 'fest_2_event_14', 'fest_1_event_1', 'fest_1_event_12', 'fest_1_event_7', 'fest_2_event_9', 'fest_1_event_9', 'fest_2_event_8', 'fest_2_event_11', 'fest_1_event_4', 'fest_2_event_15', 'fest_1_event_5', 'fest_1_event_6', 'fest_2_event_4', 'fest_2_event_10']",[nan]
Rahul Vera,17XJ1A0160,[nan],[nan],[nan],"['fest_2', 'fest_1']","['fest_1_event_2', 'fest_2_event_13', 'fest_1_event_11', 'fest_1_event_9', 'fest_2_event_11', 'fest_1_event_12', 'fest_2_event_7', 'fest_2_event_3', 'fest_2_event_10', 'fest_1_event_13', 'fest_2_event_12', 'fest_2_event_9', 'fest_1_event_5', 'fest_1_event_10', 'fest_2_event_14']",[nan]
Randall Forrester,17XJ1A0304,[nan],[nan],[nan],"['fest_1', 'fest_2']","['fest_1_event_7', 'fest_1_event_12', 'fest_2_event_14', 'fest_2_event_9', 'fest_1_event_4', 'fest_2_event_15', 'fest_1_event_13', 'fest_1_event_5', 'fest_2_event_12', 'fest_2_event_3', 'fest_2_event_10', 'fest_2_event_6', 'fest_2_event_4', 'fest_2_event_11']",[nan]
